time, alt, vknot, gvw, DYNANG, Nmr, Ntr, Nt, N1, N2, N3, Qmr, Qtr, Q1, Q2, Q3, qgas1, qgas2, qgas3, qtotload, qmrload, qtrload
21.612, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.59, 408.983, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.618, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.59, 408.983, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.624, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.59, 408.983, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.63, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.983, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.636, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.983, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.642, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.983, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.648, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.983, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.654, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.983, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.66, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.666, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.672, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.678, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.684, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.69, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.696, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.702, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.708, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.714, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.72, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.726, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.732, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.738, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.744, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.75, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.756, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.762, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.768, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.774, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.11, 1215.11, 1215.11, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.78, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.786, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.792, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.798, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.804, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.81, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.816, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.822, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.984, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.828, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.834, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.84, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.846, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.852, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.858, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.864, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.87, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.58, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.876, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.882, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.888, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.894, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.9, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.906, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.912, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.918, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.924, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.93, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.936, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.942, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.948, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.954, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.96, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.966, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.972, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.978, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.984, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.99, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
21.996, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.002, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.985, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.008, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.014, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.02, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.026, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.032, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.038, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.044, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.05, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.056, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.062, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.068, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.074, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.08, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.086, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.092, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.098, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.104, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.11, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.116, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.122, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.128, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.134, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.57, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.14, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.146, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.152, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.158, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.164, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.17, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.176, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.182, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.188, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.194, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.986, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.2, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.206, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.212, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.218, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.224, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.23, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.236, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.242, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.248, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.254, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.26, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.266, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.272, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.278, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.284, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.29, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.296, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.302, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.308, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.314, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.32, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.326, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.332, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.338, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.344, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.35, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.356, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.362, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.368, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
