time, alt, vknot, gvw, DYNANG, Nmr, Ntr, Nt, N1, N2, N3, Qmr, Qtr, Q1, Q2, Q3, qgas1, qgas2, qgas3, qtotload, qmrload, qtrload
0.672, 3000, 0.01, 46000, 70, 14408, 14404.4, 14408.2, 14408.3, 14408.3, 14408.3, 3517.36, 343.892, 1292.58, 1292.58, 1292.58, 1330.27, 1330.27, 1330.27, 3713.83, 3401.94, 311.884,
0.678, 3000, 0.01, 46000, 70, 14408.7, 14407.2, 14410.1, 14410.2, 14410.2, 14410.2, 3517.49, 344.914, 1293.17, 1293.14, 1293.17, 1330.27, 1330.27, 1330.27, 3713.59, 3401.76, 311.826,
0.684, 3000, 0.01, 46000, 70, 14409.5, 14410.1, 14412, 14412.1, 14412.1, 14412.1, 3517.81, 345.666, 1293.73, 1293.67, 1293.73, 1330.27, 1330.27, 1330.27, 3713.35, 3401.58, 311.766,
0.69, 3000, 0.01, 46000, 70, 14410.3, 14412.9, 14413.9, 14414, 14414, 14414, 3518.32, 346.122, 1294.24, 1294.16, 1294.24, 1330.27, 1330.27, 1330.27, 3713.1, 3401.4, 311.704,
0.696, 3000, 0.01, 46000, 70, 14411.1, 14415.8, 14415.8, 14415.9, 14415.9, 14415.9, 3518.99, 346.268, 1294.68, 1294.61, 1294.68, 1330.27, 1330.27, 1330.27, 3712.85, 3401.21, 311.642,
0.702, 3000, 0.01, 46000, 70, 14411.9, 14418.7, 14417.6, 14417.7, 14417.7, 14417.7, 3519.84, 346.099, 1295.07, 1295.03, 1295.07, 1330.27, 1330.27, 1330.27, 3712.6, 3401.02, 311.579,
0.708, 3000, 0.01, 46000, 70, 14412.7, 14421.5, 14419.5, 14419.5, 14419.5, 14419.5, 3520.85, 345.622, 1295.41, 1295.4, 1295.41, 1330.27, 1330.27, 1330.27, 3712.35, 3400.83, 311.518,
0.714, 3000, 0.01, 46000, 70, 14413.6, 14424.2, 14421.3, 14421.3, 14421.3, 14421.3, 3522.03, 344.851, 1295.7, 1295.73, 1295.7, 1330.27, 1330.27, 1330.27, 3712.09, 3400.64, 311.457,
0.72, 3000, 0.01, 46000, 70, 14414.4, 14426.8, 14423, 14423.1, 14423.1, 14423.1, 3523.35, 343.812, 1295.95, 1296.01, 1295.95, 1330.27, 1330.27, 1330.27, 3711.84, 3400.44, 311.398,
0.726, 3000, 0.01, 46000, 70, 14415.3, 14429.3, 14424.8, 14424.9, 14424.9, 14424.9, 3524.83, 342.537, 1296.19, 1296.26, 1296.19, 1330.27, 1330.27, 1330.27, 3711.58, 3400.24, 311.342,
0.732, 3000, 0.01, 46000, 70, 14416.2, 14431.7, 14426.6, 14426.6, 14426.6, 14426.6, 3526.45, 341.066, 1296.41, 1296.48, 1296.41, 1330.27, 1330.27, 1330.27, 3711.32, 3400.03, 311.288,
0.738, 3000, 0.01, 46000, 70, 14417.1, 14433.8, 14428.3, 14428.4, 14428.4, 14428.4, 3528.21, 339.443, 1296.63, 1296.68, 1296.63, 1330.27, 1330.27, 1330.27, 3711.06, 3399.82, 311.238,
0.744, 3000, 0.01, 46000, 70, 14418, 14435.8, 14430.1, 14430.1, 14430.1, 14430.1, 3530.1, 337.719, 1296.87, 1296.88, 1296.87, 1330.27, 1330.27, 1330.27, 3710.8, 3399.61, 311.191,
0.75, 3000, 0.01, 46000, 70, 14419, 14437.6, 14431.8, 14431.8, 14431.8, 14431.8, 3532.12, 335.942, 1297.13, 1297.11, 1297.13, 1330.27, 1330.27, 1330.27, 3710.54, 3399.39, 311.148,
0.756, 3000, 0.01, 46000, 70, 14419.9, 14439.2, 14433.5, 14433.5, 14433.5, 14433.5, 3534.27, 334.165, 1297.43, 1297.37, 1297.43, 1330.27, 1330.27, 1330.27, 3710.28, 3399.17, 311.11,
0.762, 3000, 0.01, 46000, 70, 14420.9, 14440.7, 14435.1, 14435.2, 14435.2, 14435.2, 3536.53, 332.437, 1297.77, 1297.69, 1297.77, 1330.27, 1330.27, 1330.27, 3710.02, 3398.95, 311.075,
0.768, 3000, 0.01, 46000, 70, 14421.9, 14441.9, 14436.8, 14436.9, 14436.9, 14436.9, 3538.91, 330.805, 1298.16, 1298.09, 1298.16, 1330.27, 1330.27, 1330.27, 3709.76, 3398.71, 311.044,
0.774, 3000, 0.01, 46000, 70, 14422.9, 14443.1, 14438.4, 14438.5, 14438.5, 14438.5, 3541.39, 329.31, 1298.61, 1298.56, 1298.61, 1330.27, 1330.27, 1330.27, 3709.5, 3398.48, 311.016,
0.78, 3000, 0.01, 46000, 70, 14424, 14444.1, 14440.1, 14440.2, 14440.2, 14440.2, 3543.96, 327.989, 1299.13, 1299.11, 1299.13, 1330.27, 1330.27, 1330.27, 3709.23, 3398.24, 310.992,
0.786, 3000, 0.01, 46000, 70, 14425, 14444.9, 14441.6, 14441.8, 14441.8, 14441.8, 3546.62, 326.872, 1299.73, 1299.75, 1299.73, 1330.27, 1330.27, 1330.27, 3708.96, 3397.99, 310.971,
0.792, 3000, 0.01, 46000, 70, 14426.1, 14445.7, 14443.2, 14443.3, 14443.3, 14443.3, 3549.37, 325.978, 1300.41, 1300.46, 1300.41, 1330.27, 1330.27, 1330.27, 3708.69, 3397.74, 310.952,
0.798, 3000, 0.01, 46000, 70, 14427.2, 14446.4, 14444.7, 14444.8, 14444.8, 14444.8, 3552.18, 325.322, 1301.17, 1301.24, 1301.17, 1330.27, 1330.27, 1330.27, 3708.42, 3397.49, 310.935,
0.804, 3000, 0.01, 46000, 70, 14428.3, 14447.1, 14446.2, 14446.3, 14446.3, 14446.3, 3555.05, 324.909, 1302.01, 1302.09, 1302.01, 1330.27, 1330.27, 1330.27, 3708.14, 3397.22, 310.919,
0.81, 3000, 0.01, 46000, 70, 14429.5, 14447.8, 14447.6, 14447.8, 14447.8, 14447.8, 3557.97, 324.733, 1302.93, 1302.98, 1302.93, 1330.27, 1330.27, 1330.27, 3707.86, 3396.96, 310.905,
0.816, 3000, 0.01, 46000, 70, 14430.7, 14448.4, 14449, 14449.2, 14449.1, 14449.2, 3560.93, 324.784, 1303.91, 1303.93, 1303.91, 1330.27, 1330.27, 1330.27, 3707.58, 3396.69, 310.891,
0.822, 3000, 0.01, 46000, 70, 14431.9, 14449.1, 14450.3, 14450.5, 14450.5, 14450.5, 3563.92, 325.043, 1304.94, 1304.92, 1304.94, 1330.27, 1330.27, 1330.27, 3707.29, 3396.41, 310.876,
0.828, 3000, 0.01, 46000, 70, 14433.1, 14449.9, 14451.6, 14451.8, 14451.8, 14451.8, 3566.92, 325.482, 1306.01, 1305.96, 1306.01, 1330.27, 1330.27, 1330.27, 3706.99, 3396.13, 310.861,
0.834, 3000, 0.01, 46000, 70, 14434.3, 14450.7, 14452.8, 14453, 14453, 14453, 3569.92, 326.071, 1307.09, 1307.02, 1307.09, 1330.27, 1330.27, 1330.27, 3706.69, 3395.84, 310.846,
0.84, 3000, 0.01, 46000, 70, 14435.6, 14451.5, 14454, 14454.2, 14454.2, 14454.2, 3572.92, 326.774, 1308.17, 1308.1, 1308.17, 1330.27, 1330.27, 1330.27, 3706.38, 3395.55, 310.829,
0.846, 3000, 0.01, 46000, 70, 14436.9, 14452.5, 14455.1, 14455.3, 14455.3, 14455.3, 3575.89, 327.552, 1309.24, 1309.18, 1309.24, 1330.27, 1330.27, 1330.27, 3706.06, 3395.25, 310.81,
0.852, 3000, 0.01, 46000, 70, 14438.2, 14453.5, 14456.1, 14456.3, 14456.4, 14456.3, 3578.84, 328.365, 1310.28, 1310.26, 1310.28, 1330.27, 1330.27, 1330.27, 3705.74, 3394.95, 310.79,
0.858, 3000, 0.01, 46000, 70, 14439.5, 14454.6, 14457.2, 14457.4, 14457.4, 14457.4, 3581.73, 329.173, 1311.28, 1311.29, 1311.28, 1330.27, 1330.27, 1330.27, 3705.41, 3394.64, 310.768,
0.864, 3000, 0.01, 46000, 70, 14440.9, 14455.7, 14458.1, 14458.3, 14458.3, 14458.3, 3584.57, 329.938, 1312.23, 1312.28, 1312.23, 1330.27, 1330.27, 1330.27, 3705.07, 3394.33, 310.744,
0.87, 3000, 0.01, 46000, 70, 14442.2, 14457, 14459.1, 14459.2, 14459.2, 14459.2, 3587.35, 330.623, 1313.12, 1313.19, 1313.12, 1330.27, 1330.27, 1330.27, 3704.73, 3394.01, 310.719,
0.876, 3000, 0.01, 46000, 70, 14443.6, 14458.3, 14459.9, 14460.1, 14460.1, 14460.1, 3590.05, 331.196, 1313.94, 1314.01, 1313.94, 1330.27, 1330.27, 1330.27, 3704.38, 3393.69, 310.693,
0.882, 3000, 0.01, 46000, 70, 14445, 14459.6, 14460.8, 14460.9, 14460.9, 14460.9, 3592.66, 331.63, 1314.68, 1314.74, 1314.68, 1330.27, 1330.27, 1330.27, 3704.03, 3393.37, 310.665,
0.888, 3000, 0.01, 46000, 70, 14446.4, 14461, 14461.6, 14461.7, 14461.7, 14461.7, 3595.17, 331.904, 1315.34, 1315.37, 1315.34, 1330.27, 1330.27, 1330.27, 3703.68, 3393.04, 310.636,
0.894, 3000, 0.01, 46000, 70, 14447.9, 14462.3, 14462.4, 14462.5, 14462.5, 14462.5, 3597.59, 332.003, 1315.9, 1315.89, 1315.9, 1330.27, 1330.27, 1330.27, 3703.31, 3392.71, 310.607,
0.9, 3000, 0.01, 46000, 70, 14449.3, 14463.7, 14463.1, 14463.2, 14463.2, 14463.2, 3599.89, 331.92, 1316.36, 1316.32, 1316.36, 1330.27, 1330.27, 1330.27, 3702.95, 3392.37, 310.578,
0.906, 3000, 0.01, 46000, 70, 14450.8, 14465, 14463.8, 14463.9, 14463.9, 14463.9, 3602.08, 331.654, 1316.73, 1316.66, 1316.73, 1330.27, 1330.27, 1330.27, 3702.58, 3392.03, 310.549,
0.912, 3000, 0.01, 46000, 70, 14452.2, 14466.3, 14464.5, 14464.6, 14464.6, 14464.6, 3604.15, 331.211, 1317, 1316.92, 1317, 1330.27, 1330.27, 1330.27, 3702.21, 3391.69, 310.52,
0.918, 3000, 0.01, 46000, 70, 14453.7, 14467.5, 14465.2, 14465.3, 14465.3, 14465.3, 3606.09, 330.603, 1317.17, 1317.1, 1317.17, 1330.27, 1330.27, 1330.27, 3701.84, 3391.35, 310.493,
0.924, 3000, 0.01, 46000, 70, 14455.2, 14468.6, 14465.9, 14465.9, 14466, 14465.9, 3607.91, 329.849, 1317.25, 1317.21, 1317.25, 1330.27, 1330.27, 1330.27, 3701.47, 3391, 310.467,
0.93, 3000, 0.01, 46000, 70, 14456.7, 14469.7, 14466.6, 14466.6, 14466.6, 14466.6, 3609.59, 328.973, 1317.25, 1317.26, 1317.25, 1330.27, 1330.27, 1330.27, 3701.09, 3390.65, 310.443,
0.936, 3000, 0.01, 46000, 70, 14458.2, 14470.6, 14467.3, 14467.3, 14467.3, 14467.3, 3611.14, 328.005, 1317.2, 1317.24, 1317.2, 1330.27, 1330.27, 1330.27, 3700.72, 3390.3, 310.42,
0.942, 3000, 0.01, 46000, 70, 14459.7, 14471.4, 14468, 14468, 14468, 14468, 3612.55, 326.974, 1317.09, 1317.15, 1317.09, 1330.27, 1330.27, 1330.27, 3700.34, 3389.94, 310.4,
0.948, 3000, 0.01, 46000, 70, 14461.2, 14472.2, 14468.7, 14468.7, 14468.7, 14468.7, 3613.83, 325.915, 1316.94, 1317.02, 1316.94, 1330.27, 1330.27, 1330.27, 3699.97, 3389.59, 310.382,
0.954, 3000, 0.01, 46000, 70, 14462.8, 14472.8, 14469.4, 14469.4, 14469.4, 14469.4, 3614.98, 324.862, 1316.77, 1316.83, 1316.77, 1330.27, 1330.27, 1330.27, 3699.6, 3389.23, 310.367,
0.96, 3000, 0.01, 46000, 70, 14464.3, 14473.3, 14470.1, 14470.1, 14470.1, 14470.1, 3615.99, 323.849, 1316.58, 1316.62, 1316.58, 1330.27, 1330.27, 1330.27, 3699.23, 3388.87, 310.353,
0.966, 3000, 0.01, 46000, 70, 14465.8, 14473.7, 14470.8, 14470.8, 14470.8, 14470.8, 3616.86, 322.911, 1316.38, 1316.39, 1316.38, 1330.27, 1330.27, 1330.27, 3698.86, 3388.51, 310.342,
0.972, 3000, 0.01, 46000, 70, 14467.4, 14474.1, 14471.5, 14471.5, 14471.5, 14471.5, 3617.61, 322.075, 1316.19, 1316.15, 1316.19, 1330.27, 1330.27, 1330.27, 3698.49, 3388.15, 310.333,
0.978, 3000, 0.01, 46000, 70, 14468.9, 14474.3, 14472.3, 14472.2, 14472.2, 14472.2, 3618.21, 321.37, 1315.99, 1315.93, 1315.99, 1330.27, 1330.27, 1330.27, 3698.12, 3387.79, 310.326,
0.984, 3000, 0.01, 46000, 70, 14470.5, 14474.5, 14473, 14473, 14473, 14473, 3618.69, 320.817, 1315.8, 1315.73, 1315.8, 1330.27, 1330.27, 1330.27, 3697.75, 3387.43, 310.32,
0.99, 3000, 0.01, 46000, 70, 14472, 14474.7, 14473.8, 14473.7, 14473.7, 14473.7, 3619.04, 320.434, 1315.62, 1315.56, 1315.62, 1330.27, 1330.27, 1330.27, 3697.38, 3387.07, 310.316,
0.996, 3000, 0.01, 46000, 70, 14473.6, 14474.9, 14474.5, 14474.5, 14474.5, 14474.5, 3619.26, 320.232, 1315.46, 1315.42, 1315.46, 1330.27, 1330.27, 1330.27, 3697.02, 3386.71, 310.312,
1.002, 3000, 0.01, 46000, 70, 14475.1, 14475, 14475.3, 14475.3, 14475.3, 14475.3, 3619.35, 320.216, 1315.31, 1315.3, 1315.31, 1330.27, 1330.27, 1330.27, 3696.65, 3386.35, 310.309,
1.008, 3000, 0.01, 46000, 70, 14476.7, 14475.2, 14476.1, 14476, 14476, 14476, 3619.32, 320.387, 1315.18, 1315.21, 1315.18, 1330.27, 1330.27, 1330.27, 3696.29, 3385.98, 310.305,
1.014, 3000, 0.01, 46000, 70, 14478.2, 14475.4, 14476.8, 14476.8, 14476.8, 14476.8, 3619.16, 320.738, 1315.07, 1315.13, 1315.07, 1330.27, 1330.27, 1330.27, 3695.92, 3385.62, 310.302,
1.02, 3000, 0.01, 46000, 70, 14479.7, 14475.7, 14477.6, 14477.6, 14477.6, 14477.6, 3618.87, 321.258, 1314.98, 1315.06, 1314.98, 1330.27, 1330.27, 1330.27, 3695.56, 3385.26, 310.297,
1.026, 3000, 0.01, 46000, 70, 14481.3, 14476, 14478.4, 14478.4, 14478.4, 14478.4, 3618.47, 321.929, 1314.91, 1314.98, 1314.91, 1330.27, 1330.27, 1330.27, 3695.19, 3384.9, 310.292,
1.032, 3000, 0.01, 46000, 70, 14482.8, 14476.4, 14479.2, 14479.2, 14479.2, 14479.2, 3617.94, 322.731, 1314.84, 1314.89, 1314.84, 1330.27, 1330.27, 1330.27, 3694.83, 3384.54, 310.285,
1.038, 3000, 0.01, 46000, 70, 14484.3, 14476.9, 14480, 14480, 14480, 14480, 3617.3, 323.64, 1314.78, 1314.79, 1314.78, 1330.27, 1330.27, 1330.27, 3694.46, 3384.19, 310.276,
1.044, 3000, 0.01, 46000, 70, 14485.8, 14477.5, 14480.8, 14480.8, 14480.8, 14480.8, 3616.54, 324.627, 1314.7, 1314.67, 1314.7, 1330.27, 1330.27, 1330.27, 3694.1, 3383.83, 310.265,
1.05, 3000, 0.01, 46000, 70, 14487.3, 14478.2, 14481.6, 14481.6, 14481.6, 14481.6, 3615.67, 325.664, 1314.59, 1314.54, 1314.59, 1330.27, 1330.27, 1330.27, 3693.73, 3383.48, 310.253,
1.056, 3000, 0.01, 46000, 70, 14488.8, 14479, 14482.4, 14482.4, 14482.4, 14482.4, 3614.68, 326.722, 1314.46, 1314.39, 1314.46, 1330.27, 1330.27, 1330.27, 3693.36, 3383.12, 310.238,
1.062, 3000, 0.01, 46000, 70, 14490.3, 14479.9, 14483.3, 14483.2, 14483.2, 14483.2, 3613.59, 327.771, 1314.28, 1314.21, 1314.28, 1330.27, 1330.27, 1330.27, 3692.99, 3382.77, 310.22,
1.068, 3000, 0.01, 46000, 70, 14491.8, 14480.9, 14484.1, 14484.1, 14484.1, 14484.1, 3612.38, 328.783, 1314.06, 1314.01, 1314.06, 1330.27, 1330.27, 1330.27, 3692.62, 3382.42, 310.201,
1.074, 3000, 0.01, 46000, 70, 14493.3, 14482, 14485, 14484.9, 14484.9, 14484.9, 3611.08, 329.733, 1313.78, 1313.77, 1313.78, 1330.27, 1330.27, 1330.27, 3692.26, 3382.08, 310.179,
1.08, 3000, 0.01, 46000, 70, 14494.8, 14483.2, 14485.8, 14485.8, 14485.8, 14485.8, 3609.67, 330.597, 1313.46, 1313.48, 1313.46, 1330.27, 1330.27, 1330.27, 3691.89, 3381.73, 310.156,
1.086, 3000, 0.01, 46000, 70, 14496.2, 14484.4, 14486.7, 14486.7, 14486.7, 14486.7, 3608.18, 331.358, 1313.08, 1313.13, 1313.08, 1330.27, 1330.27, 1330.27, 3691.52, 3381.39, 310.131,
1.092, 3000, 0.01, 46000, 70, 14497.7, 14485.8, 14487.6, 14487.6, 14487.6, 14487.6, 3606.59, 331.999, 1312.64, 1312.72, 1312.64, 1330.27, 1330.27, 1330.27, 3691.15, 3381.05, 310.104,
1.098, 3000, 0.01, 46000, 70, 14499.1, 14487.1, 14488.6, 14488.5, 14488.5, 14488.5, 3604.92, 332.512, 1312.16, 1312.23, 1312.16, 1330.27, 1330.27, 1330.27, 3690.79, 3380.71, 310.075,
1.104, 3000, 0.01, 46000, 70, 14500.5, 14488.5, 14489.5, 14489.4, 14489.4, 14489.4, 3603.16, 332.891, 1311.63, 1311.68, 1311.63, 1330.27, 1330.27, 1330.27, 3690.43, 3380.38, 310.046,
1.11, 3000, 0.01, 46000, 70, 14501.9, 14489.9, 14490.5, 14490.4, 14490.4, 14490.4, 3601.34, 333.136, 1311.06, 1311.07, 1311.06, 1330.27, 1330.27, 1330.27, 3690.06, 3380.05, 310.016,
1.116, 3000, 0.01, 46000, 70, 14503.3, 14491.4, 14491.5, 14491.4, 14491.4, 14491.4, 3599.45, 333.251, 1310.44, 1310.42, 1310.44, 1330.27, 1330.27, 1330.27, 3689.71, 3379.72, 309.986,
1.122, 3000, 0.01, 46000, 70, 14504.7, 14492.8, 14492.6, 14492.5, 14492.5, 14492.5, 3597.51, 333.246, 1309.77, 1309.72, 1309.77, 1330.27, 1330.27, 1330.27, 3689.35, 3379.39, 309.955,
1.128, 3000, 0.01, 46000, 70, 14506.1, 14494.2, 14493.7, 14493.5, 14493.5, 14493.5, 3595.51, 333.133, 1309.07, 1309, 1309.07, 1330.27, 1330.27, 1330.27, 3689, 3379.07, 309.925,
1.134, 3000, 0.01, 46000, 70, 14507.4, 14495.6, 14494.8, 14494.7, 14494.7, 14494.7, 3593.47, 332.93, 1308.34, 1308.27, 1308.34, 1330.27, 1330.27, 1330.27, 3688.65, 3378.75, 309.895,
1.14, 3000, 0.01, 46000, 70, 14508.8, 14496.9, 14496, 14495.8, 14495.8, 14495.8, 3591.4, 332.655, 1307.59, 1307.53, 1307.59, 1330.27, 1330.27, 1330.27, 3688.3, 3378.44, 309.865,
1.146, 3000, 0.01, 46000, 70, 14510.1, 14498.3, 14497.2, 14497, 14497, 14497, 3589.3, 332.33, 1306.82, 1306.8, 1306.82, 1330.27, 1330.27, 1330.27, 3687.96, 3378.12, 309.836,
1.152, 3000, 0.01, 46000, 70, 14511.5, 14499.6, 14498.4, 14498.2, 14498.2, 14498.2, 3587.18, 331.978, 1306.06, 1306.07, 1306.06, 1330.27, 1330.27, 1330.27, 3687.62, 3377.81, 309.808,
1.158, 3000, 0.01, 46000, 70, 14512.8, 14500.8, 14499.7, 14499.5, 14499.5, 14499.5, 3585.05, 331.622, 1305.3, 1305.35, 1305.3, 1330.27, 1330.27, 1330.27, 3687.28, 3377.5, 309.78,
1.164, 3000, 0.01, 46000, 70, 14514.1, 14502, 14501, 14500.8, 14500.8, 14500.8, 3582.91, 331.284, 1304.58, 1304.65, 1304.58, 1330.27, 1330.27, 1330.27, 3686.95, 3377.2, 309.754,
1.17, 3000, 0.01, 46000, 70, 14515.3, 14503.2, 14502.3, 14502.2, 14502.2, 14502.2, 3580.78, 330.987, 1303.88, 1303.96, 1303.88, 1330.27, 1330.27, 1330.27, 3686.63, 3376.9, 309.728,
1.176, 3000, 0.01, 46000, 70, 14516.6, 14504.3, 14503.7, 14503.5, 14503.5, 14503.5, 3578.67, 330.749, 1303.23, 1303.29, 1303.23, 1330.27, 1330.27, 1330.27, 3686.3, 3376.6, 309.703,
1.182, 3000, 0.01, 46000, 70, 14517.9, 14505.5, 14505.1, 14505, 14505, 14505, 3576.57, 330.587, 1302.63, 1302.65, 1302.63, 1330.27, 1330.27, 1330.27, 3685.98, 3376.3, 309.678,
1.188, 3000, 0.01, 46000, 70, 14519.1, 14506.6, 14506.5, 14506.4, 14506.4, 14506.4, 3574.5, 330.516, 1302.07, 1302.06, 1302.07, 1330.27, 1330.27, 1330.27, 3685.66, 3376.01, 309.654,
1.194, 3000, 0.01, 46000, 70, 14520.4, 14507.7, 14508, 14507.9, 14507.9, 14507.9, 3572.47, 330.545, 1301.56, 1301.52, 1301.56, 1330.27, 1330.27, 1330.27, 3685.35, 3375.72, 309.63,
1.2, 3000, 0.01, 46000, 70, 14521.6, 14508.8, 14509.5, 14509.4, 14509.4, 14509.4, 3570.47, 330.679, 1301.1, 1301.03, 1301.1, 1330.27, 1330.27, 1330.27, 3685.04, 3375.43, 309.606,
1.206, 3000, 0.01, 46000, 70, 14522.8, 14510, 14511, 14510.9, 14510.9, 14510.9, 3568.52, 330.923, 1300.69, 1300.62, 1300.69, 1330.27, 1330.27, 1330.27, 3684.73, 3375.14, 309.582,
1.212, 3000, 0.01, 46000, 70, 14524, 14511.2, 14512.5, 14512.4, 14512.4, 14512.4, 3566.61, 331.272, 1300.33, 1300.27, 1300.33, 1330.27, 1330.27, 1330.27, 3684.42, 3374.86, 309.557,
1.218, 3000, 0.01, 46000, 70, 14525.2, 14512.4, 14514, 14514, 14514, 14514, 3564.76, 331.723, 1300.01, 1299.98, 1300.01, 1330.27, 1330.27, 1330.27, 3684.11, 3374.58, 309.532,
1.224, 3000, 0.01, 46000, 70, 14526.4, 14513.7, 14515.6, 14515.6, 14515.6, 14515.6, 3562.97, 332.264, 1299.73, 1299.74, 1299.73, 1330.27, 1330.27, 1330.27, 3683.8, 3374.3, 309.506,
1.23, 3000, 0.01, 46000, 70, 14527.6, 14515.1, 14517.2, 14517.1, 14517.2, 14517.1, 3561.24, 332.883, 1299.5, 1299.55, 1299.5, 1330.27, 1330.27, 1330.27, 3683.5, 3374.02, 309.478,
1.236, 3000, 0.01, 46000, 70, 14528.8, 14516.5, 14518.8, 14518.7, 14518.7, 14518.7, 3559.58, 333.566, 1299.32, 1299.38, 1299.32, 1330.27, 1330.27, 1330.27, 3683.2, 3373.75, 309.45,
1.242, 3000, 0.01, 46000, 70, 14530, 14517.9, 14520.4, 14520.3, 14520.3, 14520.3, 3557.98, 334.293, 1299.17, 1299.25, 1299.17, 1330.27, 1330.27, 1330.27, 3682.89, 3373.47, 309.42,
1.248, 3000, 0.01, 46000, 70, 14531.1, 14519.5, 14522, 14522, 14522, 14522, 3556.46, 335.046, 1299.06, 1299.12, 1299.06, 1330.27, 1330.27, 1330.27, 3682.59, 3373.2, 309.388,
1.254, 3000, 0.01, 46000, 70, 14532.3, 14521.1, 14523.6, 14523.6, 14523.6, 14523.6, 3555, 335.804, 1298.98, 1299.01, 1298.98, 1330.27, 1330.27, 1330.27, 3682.28, 3372.93, 309.355,
1.26, 3000, 0.01, 46000, 70, 14533.5, 14522.8, 14525.2, 14525.2, 14525.2, 14525.2, 3553.62, 336.548, 1298.91, 1298.91, 1298.91, 1330.27, 1330.27, 1330.27, 3681.98, 3372.66, 309.32,
1.266, 3000, 0.01, 46000, 70, 14534.6, 14524.6, 14526.8, 14526.8, 14526.8, 14526.8, 3552.32, 337.258, 1298.86, 1298.82, 1298.86, 1330.27, 1330.27, 1330.27, 3681.67, 3372.39, 309.284,
1.272, 3000, 0.01, 46000, 70, 14535.8, 14526.4, 14528.5, 14528.4, 14528.4, 14528.4, 3551.09, 337.914, 1298.81, 1298.75, 1298.81, 1330.27, 1330.27, 1330.27, 3681.37, 3372.12, 309.246,
1.278, 3000, 0.01, 46000, 70, 14536.9, 14528.3, 14530.1, 14530.1, 14530.1, 14530.1, 3549.95, 338.501, 1298.76, 1298.68, 1298.76, 1330.27, 1330.27, 1330.27, 3681.07, 3371.86, 309.208,
1.284, 3000, 0.01, 46000, 70, 14538, 14530.2, 14531.7, 14531.7, 14531.7, 14531.7, 3548.88, 339.004, 1298.69, 1298.63, 1298.69, 1330.27, 1330.27, 1330.27, 3680.76, 3371.59, 309.168,
1.29, 3000, 0.01, 46000, 70, 14539.2, 14532.2, 14533.4, 14533.3, 14533.3, 14533.3, 3547.89, 339.411, 1298.62, 1298.58, 1298.62, 1330.27, 1330.27, 1330.27, 3680.45, 3371.33, 309.126,
1.296, 3000, 0.01, 46000, 70, 14540.3, 14534.2, 14535, 14535, 14535, 14535, 3546.98, 339.713, 1298.54, 1298.54, 1298.54, 1330.27, 1330.27, 1330.27, 3680.15, 3371.06, 309.085,
1.302, 3000, 0.01, 46000, 70, 14541.4, 14536.2, 14536.6, 14536.6, 14536.6, 14536.6, 3546.16, 339.907, 1298.45, 1298.48, 1298.45, 1330.27, 1330.27, 1330.27, 3679.84, 3370.8, 309.042,
1.308, 3000, 0.01, 46000, 70, 14542.6, 14538.2, 14538.3, 14538.3, 14538.3, 14538.3, 3545.42, 339.99, 1298.35, 1298.41, 1298.35, 1330.27, 1330.27, 1330.27, 3679.54, 3370.54, 309,
1.314, 3000, 0.01, 46000, 70, 14543.7, 14540.2, 14539.9, 14539.9, 14539.9, 14539.9, 3544.76, 339.963, 1298.25, 1298.33, 1298.25, 1330.27, 1330.27, 1330.27, 3679.23, 3370.27, 308.957,
1.32, 3000, 0.01, 46000, 70, 14544.9, 14542.2, 14541.6, 14541.6, 14541.6, 14541.6, 3544.19, 339.833, 1298.16, 1298.23, 1298.16, 1330.27, 1330.27, 1330.27, 3678.92, 3370.01, 308.914,
1.326, 3000, 0.01, 46000, 70, 14546, 14544.1, 14543.3, 14543.2, 14543.2, 14543.2, 3543.7, 339.607, 1298.07, 1298.11, 1298.07, 1330.27, 1330.27, 1330.27, 3678.62, 3369.75, 308.872,
1.332, 3000, 0.01, 46000, 70, 14547.1, 14546.1, 14544.9, 14544.9, 14544.9, 14544.9, 3543.3, 339.296, 1297.99, 1297.99, 1297.99, 1330.27, 1330.27, 1330.27, 3678.31, 3369.48, 308.831,
1.338, 3000, 0.01, 46000, 70, 14548.3, 14548, 14546.6, 14546.6, 14546.6, 14546.6, 3542.99, 338.913, 1297.91, 1297.88, 1297.91, 1330.27, 1330.27, 1330.27, 3678.01, 3369.22, 308.79,
1.344, 3000, 0.01, 46000, 70, 14549.4, 14549.8, 14548.3, 14548.3, 14548.3, 14548.3, 3542.76, 338.473, 1297.84, 1297.78, 1297.84, 1330.27, 1330.27, 1330.27, 3677.71, 3368.96, 308.75,
1.35, 3000, 0.01, 46000, 70, 14550.6, 14551.6, 14549.9, 14549.9, 14549.9, 14549.9, 3542.62, 337.993, 1297.79, 1297.71, 1297.79, 1330.27, 1330.27, 1330.27, 3677.4, 3368.69, 308.711,
1.356, 3000, 0.01, 46000, 70, 14551.7, 14553.3, 14551.6, 14551.6, 14551.6, 14551.6, 3542.56, 337.49, 1297.74, 1297.68, 1297.74, 1330.27, 1330.27, 1330.27, 3677.1, 3368.43, 308.673,
1.362, 3000, 0.01, 46000, 70, 14552.9, 14555, 14553.3, 14553.3, 14553.3, 14553.3, 3542.59, 336.98, 1297.72, 1297.67, 1297.72, 1330.27, 1330.27, 1330.27, 3676.8, 3368.16, 308.637,
